Name,Sex,Country,Swim time,Time T1,Cycle time,Time T2,Run time,Total time,T-shirt,Finish at,Swim distance,Bike distance,Run distance,Year
Thomas Lampe,Male,NOR,0 days 01:27:32,0 days 00:02:48,0 days 07:30:40,0 days 00:02:48,0 days 06:24:24,0 days 15:28:12,Black,Gaustatoppen,3800.0,180.0,42.0,2021.0
Hugo Barateiro,Male,POR,0 days 01:45:24,0 days 00:04:48,0 days 08:26:05,0 days 00:04:48,0 days 05:20:59,0 days 15:42:04,Black,Gaustatoppen,3800.0,180.0,42.0,2021.0
Kristine Nymoen,Female,NOR,0 days 01:25:37,0 days 00:04:04,0 days 08:09:28,0 days 00:04:04,0 days 06:00:31,0 days 15:43:44,Black,Gaustatoppen,3800.0,180.0,42.0,2021.0
Terje Systad,Male,NOR,0 days 01:27:37,0 days 00:05:12,0 days 08:10:59,0 days 00:05:12,0 days 06:08:18,0 days 15:57:18,Black,Gaustatoppen,3800.0,180.0,42.0,2021.0
Steinar Tordenstjerne LÃ¸vÃ¥s,Male,NOR,0 days 01:36:51,0 days 00:05:46,0 days 08:21:14,0 days 00:05:46,0 days 05:49:20,0 days 15:58:57,Black,Gaustatoppen,3800.0,180.0,42.0,2021.0
Carl Axel SÃ¸ndenaa,Male,NOR,0 days 01:32:17,0 days 00:05:17,0 days 08:33:24,0 days 00:05:17,0 days 05:48:55,0 days 16:05:10,White,1000 meters,3800.0,180.0,42.0,2021.0
Asgeir FlÃ¸tlien,Male,NOR,0 days 01:52:01,0 days 00:07:30,0 days 08:42:05,0 days 00:07:30,0 days 05:19:33,0 days 16:08:38,White,1000 meters,3800.0,180.0,42.0,2021.0
Pernille DÃ¸rstad,Female,NOR,0 days 02:08:51,0 days 00:05:58,0 days 08:13:07,0 days 00:05:58,0 days 05:34:46,0 days 16:08:41,Black,Gaustatoppen,3800.0,180.0,42.0,2021.0
Erlend Moster Knudsen,Male,NOR,0 days 01:40:24,0 days 00:15:48,0 days 08:17:41,0 days 00:15:48,0 days 05:39:30,0 days 16:09:12,Black,Gaustatoppen,3800.0,180.0,42.0,2021.0
Emil Laugal,Male,EST,0 days 01:21:05,0 days 00:07:12,0 days 08:29:31,0 days 00:07:12,0 days 06:11:39,0 days 16:16:40,Black,Gaustatoppen,3800.0,180.0,42.0,2021.0
Rune Sundling,Male,NOR,0 days 01:44:26,0 days 00:04:20,0 days 07:39:48,0 days 00:04:20,0 days 06:45:52,0 days 16:18:45,Black,Gaustatoppen,3800.0,180.0,42.0,2021.0
Lillian Dramsdahl,Female,NOR,0 days 01:31:27,0 days 00:06:58,0 days 08:34:11,0 days 00:06:58,0 days 06:03:12,0 days 16:22:45,Black,Gaustatoppen,3800.0,180.0,42.0,2021.0
Tom Andreas Utgaard-Haugbro,Male,NOR,0 days 01:31:13,0 days 00:05:42,0 days 07:57:20,0 days 00:05:42,0 days 06:43:12,0 days 16:23:09,Black,Gaustatoppen,3800.0,180.0,42.0,2021.0
Olivier Cortes,Male,FRA,0 days 01:08:47,0 days 00:03:18,0 days 08:44:49,0 days 00:03:18,0 days 06:24:41,0 days 16:24:53,Black,Gaustatoppen,3800.0,180.0,42.0,2021.0
Marius Johansen,Male,NOR,0 days 01:20:31,0 days 00:04:24,0 days 08:25:29,0 days 00:04:24,0 days 06:30:21,0 days 16:25:08,Black,Gaustatoppen,3800.0,180.0,42.0,2021.0
HÃ¥kon Gudding,Male,NOR,0 days 01:32:30,0 days 00:06:58,0 days 08:12:38,0 days 00:06:58,0 days 06:29:18,0 days 16:28:22,Black,Gaustatoppen,3800.0,180.0,42.0,2021.0
Lukas Gutknecht,Male,SUI,0 days 01:50:19,0 days 00:08:04,0 days 08:53:47,0 days 00:08:04,0 days 05:30:21,0 days 16:30:34,White,1000 meters,3800.0,180.0,42.0,2021.0
Hans Vidar Lindseth,Male,NOR,0 days 01:34:07,0 days 00:02:55,0 days 08:23:20,0 days 00:02:55,0 days 06:27:53,0 days 16:31:10,Black,Gaustatoppen,3800.0,180.0,42.0,2021.0
Mark White,Male,GBR,0 days 01:28:38,0 days 00:04:43,0 days 08:01:58,0 days 00:04:43,0 days 06:55:24,0 days 16:35:26,Black,Gaustatoppen,3800.0,180.0,42.0,2021.0
Guillaume Van Wonterghem,Male,FRA,0 days 01:33:07,0 days 00:06:08,0 days 08:25:23,0 days 00:06:08,0 days 06:26:23,0 days 16:37:09,Black,Gaustatoppen,3800.0,180.0,42.0,2021.0
Christian Dahl,Male,NOR,0 days 01:50:29,0 days 00:03:41,0 days 08:20:21,0 days 00:03:41,0 days 06:19:43,0 days 16:37:55,Black,Gaustatoppen,3800.0,180.0,42.0,2021.0
Einar Hagemann,Male,NOR,0 days 01:51:50,0 days 00:08:35,0 days 08:48:55,0 days 00:08:35,0 days 05:43:17,0 days 16:41:12,White,1000 meters,3800.0,180.0,42.0,2021.0
Rolf Arne Myraunet,Male,NOR,0 days 01:50:11,0 days 00:07:58,0 days 08:31:50,0 days 00:07:58,0 days 06:03:33,0 days 16:41:30,Black,Gaustatoppen,3800.0,180.0,42.0,2021.0
Leif Marius Reppen,Male,NOR,0 days 01:44:18,0 days 00:06:50,0 days 08:32:49,0 days 00:06:50,0 days 06:14:21,0 days 16:45:08,Black,Gaustatoppen,3800.0,180.0,42.0,2021.0
Fred Tjernsli,Male,NOR,0 days 01:38:57,0 days 00:04:31,0 days 08:54:24,0 days 00:04:31,0 days 06:02:59,0 days 16:45:22,Black,Gaustatoppen,3800.0,180.0,42.0,2021.0
Arild Bakken,Male,NOR,0 days 02:02:03,0 days 00:02:40,0 days 08:25:11,0 days 00:02:40,0 days 06:14:40,0 days 16:47:15,White,1000 meters,3800.0,180.0,42.0,2021.0
Tomas Eidukevicius,Male,LTU,0 days 01:25:51,0 days 00:05:36,0 days 08:16:54,0 days 00:05:36,0 days 06:54:26,0 days 16:48:23,Black,Gaustatoppen,3800.0,180.0,42.0,2021.0
Rikke Haagensen,Female,NOR,0 days 01:25:57,0 days 00:05:09,0 days 08:30:00,0 days 00:05:09,0 days 06:53:05,0 days 16:59:20,Black,Gaustatoppen,3800.0,180.0,42.0,2021.0
Andres Diez,Male,ESP,0 days 01:37:57,0 days 00:12:49,0 days 08:38:21,0 days 00:12:49,0 days 06:18:23,0 days 17:00:19,Black,Gaustatoppen,3800.0,180.0,42.0,2021.0
Krister Halck,Male,NOR,0 days 01:45:36,0 days 00:06:04,0 days 09:15:05,0 days 00:06:04,0 days 05:53:37,0 days 17:06:25,White,1000 meters,3800.0,180.0,42.0,2021.0
Nina Tveten,Female,NOR,0 days 01:46:42,0 days 00:05:34,0 days 08:57:04,0 days 00:05:34,0 days 06:19:02,0 days 17:13:56,White,1000 meters,3800.0,180.0,42.0,2021.0
Jone Owe,Male,NOR,0 days 02:09:47,0 days 00:11:01,0 days 08:42:32,0 days 00:11:01,0 days 06:18:02,0 days 17:32:23,White,1000 meters,3800.0,180.0,42.0,2021.0
Victor Raudot De Chatenay,Male,FRA,0 days 01:27:32,0 days 00:10:00,0 days 08:59:30,0 days 00:10:00,0 days 06:54:47,0 days 17:41:48,White,1000 meters,3800.0,180.0,42.0,2021.0
Ane Gjengedal Hellesoy,Female,NOR,0 days 01:45:15,0 days 00:03:41,0 days 09:38:26,0 days 00:03:41,0 days 06:44:34,0 days 18:15:37,White,1000 meters,3800.0,180.0,42.0,2021.0
Eivind Hodneland,Male,NOR,0 days 02:12:56,0 days 00:05:25,0 days 09:01:28,0 days 00:05:25,0 days 06:55:41,0 days 18:20:55,White,1000 meters,3800.0,180.0,42.0,2021.0
Thor Hesselberg,Male,NOR,0 days 01:24:30,0 days 00:06:46,0 days 08:48:05,0 days 00:06:46,0 days 07:56:30,0 days 18:22:36,White,1000 meters,3800.0,180.0,42.0,2021.0
Marte Christensen,Female,NOR,0 days 02:11:22,0 days 00:04:38,0 days 09:45:35,0 days 00:04:38,0 days 06:26:26,0 days 18:32:38,White,1000 meters,3800.0,180.0,42.0,2021.0
Turid Rekve,Female,NOR,0 days 01:49:01,0 days 00:08:28,0 days 09:32:17,0 days 00:08:28,0 days 07:00:26,0 days 18:38:40,White,1000 meters,3800.0,180.0,42.0,2021.0
Marius Thorud,Male,NOR,0 days 02:12:17,0 days 00:10:35,0 days 09:21:54,0 days 00:10:35,0 days 07:01:48,0 days 18:57:09,White,1000 meters,3800.0,180.0,42.0,2021.0
Alf Erik Malm,Male,NOR,0 days 02:01:55,0 days 00:07:32,0 days 09:37:49,0 days 00:07:32,0 days 07:02:21,0 days 18:57:09,White,1000 meters,3800.0,180.0,42.0,2021.0
Jon SÃ¦verÃ¥s Breivold,Male,NOR,0 days 00:58:56,0 days 00:02:58,0 days 04:43:04,0 days 00:02:58,0 days 03:35:33,0 days 09:23:28,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Kristian Grue,Male,NOR,0 days 00:53:29,0 days 00:01:54,0 days 04:55:26,0 days 00:01:54,0 days 03:54:56,0 days 09:47:38,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Allan Hovda,Male,NOR,0 days 00:58:26,0 days 00:02:28,0 days 05:06:55,0 days 00:02:28,0 days 03:52:03,0 days 10:02:19,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Hans Christian Tungesvik,Male,NOR,0 days 00:58:39,0 days 00:01:45,0 days 05:08:52,0 days 00:01:45,0 days 03:56:30,0 days 10:07:31,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Mikal Iden,Male,NOR,0 days 00:59:35,0 days 00:03:12,0 days 05:04:22,0 days 00:03:12,0 days 04:07:00,0 days 10:17:21,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Michiel De Wilde,Male,NED,0 days 01:01:32,0 days 00:03:20,0 days 05:18:31,0 days 00:03:20,0 days 04:13:57,0 days 10:40:40,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Timo Bracht,Male,GER,0 days 00:56:08,0 days 00:03:38,0 days 05:14:04,0 days 00:03:38,0 days 04:25:33,0 days 10:43:00,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Ewan Brown,Male,GBR,0 days 01:01:45,0 days 00:05:00,0 days 05:35:31,0 days 00:05:00,0 days 04:08:11,0 days 10:55:26,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Kristoffer Angerer,Male,NOR,0 days 01:13:08,0 days 00:01:56,0 days 05:36:38,0 days 00:01:56,0 days 04:10:02,0 days 11:03:39,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Jan HradeckÄ±,Male,CZE,0 days 00:55:34,0 days 00:04:22,0 days 05:44:32,0 days 00:04:22,0 days 04:22:55,0 days 11:11:46,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Dennis Andersson,Male,SWE,0 days 01:01:29,0 days 00:03:34,0 days 05:38:06,0 days 00:03:34,0 days 04:40:16,0 days 11:26:58,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Raynard Picard,Male,MEX,0 days 01:08:49,0 days 00:06:35,0 days 05:45:13,0 days 00:06:35,0 days 04:23:40,0 days 11:30:52,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Johan Hasselmark,Male,SWE,0 days 01:13:32,0 days 00:05:58,0 days 05:32:32,0 days 00:05:58,0 days 04:32:59,0 days 11:30:59,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Eric Quellmalz,Male,GER,0 days 01:01:35,0 days 00:06:15,0 days 05:37:22,0 days 00:06:15,0 days 04:41:44,0 days 11:33:11,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Francesco Mirando,Male,ITA,0 days 00:55:30,0 days 00:02:20,0 days 05:47:48,0 days 00:02:20,0 days 04:48:09,0 days 11:36:07,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Per Vogelius,Male,DEN,0 days 01:09:38,0 days 00:06:22,0 days 05:52:54,0 days 00:06:22,0 days 04:28:30,0 days 11:43:46,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Jacco Langerak,Male,NED,0 days 01:13:53,0 days 00:05:06,0 days 05:55:20,0 days 00:05:06,0 days 04:25:54,0 days 11:45:19,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Eilidh Prise,Female,GBR,0 days 01:01:37,0 days 00:04:19,0 days 06:00:37,0 days 00:04:19,0 days 04:36:57,0 days 11:47:49,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Andreas Martinussen,Male,NOR,0 days 01:33:08,0 days 00:02:32,0 days 05:50:55,0 days 00:02:32,0 days 04:26:51,0 days 11:55:58,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Yung Yi Fan,Male,TPE,0 days 01:14:42,0 days 00:08:34,0 days 05:30:46,0 days 00:08:34,0 days 05:00:25,0 days 12:03:02,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Vegard Furulund,Male,NOR,0 days 01:10:44,0 days 00:03:48,0 days 06:18:42,0 days 00:03:48,0 days 04:31:27,0 days 12:08:30,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Nico Muschiol,Male,GER,0 days 01:31:13,0 days 00:05:28,0 days 05:34:29,0 days 00:05:28,0 days 04:52:18,0 days 12:08:55,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Scott Bradley,Male,USA,0 days 01:03:06,0 days 00:04:30,0 days 05:50:06,0 days 00:04:30,0 days 05:06:54,0 days 12:09:07,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Christian Almer,Male,AUT,0 days 01:14:45,0 days 00:05:26,0 days 06:02:27,0 days 00:05:26,0 days 04:47:21,0 days 12:15:24,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Sylvain Lafrance,Male,CAN,0 days 01:06:54,0 days 00:06:04,0 days 06:18:50,0 days 00:06:04,0 days 04:37:39,0 days 12:15:30,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Lorentz Erland Linde,Male,NOR,0 days 01:32:36,0 days 00:06:45,0 days 06:05:55,0 days 00:06:45,0 days 04:24:11,0 days 12:16:12,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Kaja Bergwitz-Larsen,Female,NOR,0 days 01:07:30,0 days 00:02:10,0 days 06:15:18,0 days 00:02:10,0 days 04:49:31,0 days 12:16:40,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Hannah Saitch,Female,GBR,0 days 01:06:44,0 days 00:03:54,0 days 06:04:15,0 days 00:03:54,0 days 05:02:27,0 days 12:21:13,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
JÃ¸rgen Feldt,Male,NOR,0 days 01:24:22,0 days 00:07:48,0 days 05:48:30,0 days 00:07:48,0 days 04:56:59,0 days 12:25:26,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Hallvar Fjell,Male,NOR,0 days 01:20:56,0 days 00:08:44,0 days 06:08:57,0 days 00:08:44,0 days 04:38:30,0 days 12:25:52,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Saku Streng,Male,FIN,0 days 00:58:44,0 days 00:03:12,0 days 06:21:28,0 days 00:03:12,0 days 05:00:38,0 days 12:27:14,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Mikkel Tefre Lunder,Male,NOR,0 days 01:32:23,0 days 00:03:32,0 days 05:44:42,0 days 00:03:32,0 days 05:06:46,0 days 12:30:54,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Shen Yen Hsieh,Male,TPE,0 days 00:55:40,0 days 00:06:34,0 days 06:15:02,0 days 00:06:34,0 days 05:07:48,0 days 12:31:39,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Kenneth BergflÃ¸dt,Male,NOR,0 days 01:13:09,0 days 00:04:19,0 days 05:52:28,0 days 00:04:19,0 days 05:18:23,0 days 12:32:38,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Quentin Grieu,Male,FRA,0 days 01:36:10,0 days 00:07:04,0 days 05:58:50,0 days 00:07:04,0 days 04:45:38,0 days 12:34:47,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Jelena Helmreich,Female,GER,0 days 01:06:31,0 days 00:06:42,0 days 05:53:27,0 days 00:06:42,0 days 05:26:31,0 days 12:39:52,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Fabio Borghesi,Male,ITA,0 days 01:08:44,0 days 00:09:42,0 days 06:03:00,0 days 00:09:42,0 days 05:13:00,0 days 12:44:07,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Emilie Klev Bergheim,Female,NOR,0 days 01:25:51,0 days 00:05:14,0 days 06:18:25,0 days 00:05:14,0 days 04:50:47,0 days 12:45:31,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Elias Ortiz,Male,FRA,0 days 01:09:43,0 days 00:07:43,0 days 06:23:57,0 days 00:07:43,0 days 05:00:25,0 days 12:49:31,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Caroline Livesey,Female,GBR,0 days 01:01:52,0 days 00:05:56,0 days 06:23:28,0 days 00:05:56,0 days 05:13:27,0 days 12:50:40,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Simone Lunghi,Male,ITA,0 days 01:09:27,0 days 00:06:38,0 days 06:04:39,0 days 00:06:38,0 days 05:29:51,0 days 12:57:13,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Bjornar Torsen,Male,NOR,0 days 01:06:46,0 days 00:04:38,0 days 06:27:46,0 days 00:04:38,0 days 05:14:31,0 days 12:58:19,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Lennart Nes Nyhammer,Male,NOR,0 days 01:24:44,0 days 00:07:55,0 days 06:17:07,0 days 00:07:55,0 days 05:00:49,0 days 12:58:30,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Tim Rulands,Male,GER,0 days 01:11:20,0 days 00:06:46,0 days 06:18:09,0 days 00:06:46,0 days 05:17:13,0 days 13:00:14,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Artur Part,Male,EST,0 days 01:07:53,0 days 00:08:15,0 days 06:09:14,0 days 00:08:15,0 days 05:26:54,0 days 13:00:31,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Alessandro Melloni,Male,ITA,0 days 01:13:59,0 days 00:09:12,0 days 06:39:25,0 days 00:09:12,0 days 04:48:50,0 days 13:00:39,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Tim Hola,Male,USA,0 days 00:58:55,0 days 00:06:52,0 days 06:30:20,0 days 00:06:52,0 days 05:18:46,0 days 13:01:45,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Lantrebecq Benjamin,Male,BEL,0 days 01:03:08,0 days 00:06:46,0 days 06:37:46,0 days 00:06:46,0 days 05:11:39,0 days 13:06:04,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Peter Simun,Male,SVK,0 days 01:14:00,0 days 00:06:40,0 days 06:30:58,0 days 00:06:40,0 days 05:07:59,0 days 13:06:16,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Nikoline Haugen,Female,NOR,0 days 01:11:28,0 days 00:03:06,0 days 07:00:23,0 days 00:03:06,0 days 04:54:28,0 days 13:12:31,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
PÃ¥l Henrik FÃ¸rrisdahl,Male,NOR,0 days 01:16:50,0 days 00:07:42,0 days 06:14:36,0 days 00:07:42,0 days 05:29:29,0 days 13:16:19,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Cato Bakken Nilsen,Male,NOR,0 days 01:24:34,0 days 00:04:02,0 days 06:24:18,0 days 00:04:02,0 days 05:20:44,0 days 13:17:41,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Hanne Sande,Female,NOR,0 days 01:13:13,0 days 00:02:58,0 days 06:50:13,0 days 00:02:58,0 days 05:09:04,0 days 13:18:25,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Loran Voirin,Male,FRA,0 days 01:18:58,0 days 00:08:28,0 days 07:11:14,0 days 00:08:28,0 days 04:33:56,0 days 13:21:05,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Josh Mcphie,Male,CAN,0 days 01:01:59,0 days 00:04:48,0 days 06:28:56,0 days 00:04:48,0 days 05:47:33,0 days 13:28:03,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Sara Johnsen,Female,NOR,0 days 01:26:41,0 days 00:03:39,0 days 06:39:10,0 days 00:03:39,0 days 05:16:32,0 days 13:29:41,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Sigrid NordgÃ¥rden,Female,NOR,0 days 01:31:34,0 days 00:06:45,0 days 06:42:48,0 days 00:06:45,0 days 05:02:56,0 days 13:30:48,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
David Jones,Male,GBR,0 days 01:16:26,0 days 00:08:52,0 days 06:27:50,0 days 00:08:52,0 days 05:30:41,0 days 13:32:40,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Per Saastad,Male,NOR,0 days 01:54:13,0 days 00:04:10,0 days 06:13:53,0 days 00:04:10,0 days 05:16:47,0 days 13:33:14,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Tore Hopen,Male,NOR,0 days 01:34:31,0 days 00:06:06,0 days 06:38:38,0 days 00:06:06,0 days 05:09:33,0 days 13:34:54,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Julien Rizzotto,Male,FRA,0 days 01:19:46,0 days 00:10:28,0 days 06:27:57,0 days 00:10:28,0 days 05:27:48,0 days 13:36:26,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Ole Halvor Svenkerud,Male,NOR,0 days 01:30:28,0 days 00:05:32,0 days 06:36:19,0 days 00:05:32,0 days 05:18:38,0 days 13:36:30,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Tymoteusz Goczol,Male,POL,0 days 01:17:39,0 days 00:14:22,0 days 06:38:36,0 days 00:14:22,0 days 05:15:03,0 days 13:40:01,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Thomas Vanhersecke,Male,FRA,0 days 01:11:32,0 days 00:04:48,0 days 06:33:13,0 days 00:04:48,0 days 05:47:23,0 days 13:41:45,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Guillaume Boisgontier,Male,FRA,0 days 01:19:37,0 days 00:06:34,0 days 06:13:24,0 days 00:06:34,0 days 05:57:18,0 days 13:43:26,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Joel Edholm,Male,SWE,0 days 01:10:47,0 days 00:06:46,0 days 06:33:29,0 days 00:06:46,0 days 05:47:32,0 days 13:45:19,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Morten Dahl,Male,NOR,0 days 01:37:13,0 days 00:07:04,0 days 06:35:02,0 days 00:07:04,0 days 05:22:53,0 days 13:49:16,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Naomi Shinkins,Female,IRL,0 days 01:13:35,0 days 00:05:52,0 days 06:58:49,0 days 00:05:52,0 days 05:31:03,0 days 13:55:10,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Ann Ãse Stava Helgevold,Female,NOR,0 days 01:56:26,0 days 00:05:14,0 days 06:11:07,0 days 00:05:14,0 days 05:37:27,0 days 13:55:29,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Kenneth Buchanan,Male,GBR,0 days 01:23:54,0 days 00:04:02,0 days 06:45:13,0 days 00:04:02,0 days 05:43:17,0 days 14:00:27,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Andrzej Plocieniak,Male,POL,0 days 01:24:20,0 days 00:05:36,0 days 06:44:42,0 days 00:05:36,0 days 05:40:48,0 days 14:01:01,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Weimar Gomez,Male,FRA,0 days 01:23:02,0 days 00:09:20,0 days 07:05:22,0 days 00:09:20,0 days 05:14:10,0 days 14:01:15,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Martin Gabla,Male,CZE,0 days 01:19:12,0 days 00:10:06,0 days 06:59:31,0 days 00:10:06,0 days 05:23:51,0 days 14:02:46,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Marco Panero,Male,ITA,0 days 01:24:51,0 days 00:11:08,0 days 07:04:11,0 days 00:11:08,0 days 05:11:59,0 days 14:03:16,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Carlos Molina,Male,ESP,0 days 01:19:13,0 days 00:05:01,0 days 06:54:10,0 days 00:05:01,0 days 05:42:07,0 days 14:05:32,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Egil Solstad,Male,NOR,0 days 01:16:30,0 days 00:05:32,0 days 06:31:48,0 days 00:05:32,0 days 06:07:54,0 days 14:07:16,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Jurgen Saurens,Male,NED,0 days 01:27:17,0 days 00:08:50,0 days 06:48:13,0 days 00:08:50,0 days 05:34:29,0 days 14:07:40,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Billiam Liu,Male,CAN,0 days 01:24:44,0 days 00:10:14,0 days 07:02:00,0 days 00:10:14,0 days 05:21:18,0 days 14:08:31,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Andreas Halvorsen,Male,NOR,0 days 01:33:56,0 days 00:07:35,0 days 06:52:57,0 days 00:07:35,0 days 05:27:54,0 days 14:09:57,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Claire Campbell,Female,GBR,0 days 01:20:37,0 days 00:07:00,0 days 06:57:24,0 days 00:07:00,0 days 05:38:20,0 days 14:10:22,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Flora Colledge,Female,SUI,0 days 01:06:54,0 days 00:03:04,0 days 08:10:20,0 days 00:03:04,0 days 04:47:16,0 days 14:10:38,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Alessio Leo,Male,ITA,0 days 01:19:25,0 days 00:05:12,0 days 06:25:29,0 days 00:05:12,0 days 06:15:44,0 days 14:11:03,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Johanna HÃ¥land,Female,NOR,0 days 01:13:39,0 days 00:04:54,0 days 07:03:41,0 days 00:04:54,0 days 05:44:29,0 days 14:11:36,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Estera Zak,Female,POL,0 days 01:19:22,0 days 00:09:00,0 days 06:54:31,0 days 00:09:00,0 days 05:40:06,0 days 14:12:00,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Lynsey Henderson,Female,GBR,0 days 01:03:15,0 days 00:05:32,0 days 06:58:53,0 days 00:05:32,0 days 05:59:14,0 days 14:12:27,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Clement Lagache,Male,FRA,0 days 01:37:46,0 days 00:11:22,0 days 06:51:08,0 days 00:11:22,0 days 05:21:34,0 days 14:13:12,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Milan Kazik,Male,SVK,0 days 01:14:19,0 days 00:07:00,0 days 06:59:58,0 days 00:07:00,0 days 05:52:44,0 days 14:21:00,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Nina Zoller,Female,SUI,0 days 01:21:59,0 days 00:06:22,0 days 06:34:01,0 days 00:06:22,0 days 06:12:34,0 days 14:21:17,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Risto KankaanpÃ¤Ã¤,Male,FIN,0 days 01:27:02,0 days 00:04:45,0 days 07:07:38,0 days 00:04:45,0 days 05:37:16,0 days 14:21:26,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Joakim Boye,Male,NOR,0 days 01:24:15,0 days 00:04:24,0 days 06:51:25,0 days 00:04:24,0 days 05:58:10,0 days 14:22:39,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
